path,category,title,use,inspection,sections
.agents/skills/nx-import/references/VITE.md,Agent tooling,Vite,Tool usage; no product scope,Tooling indexed; not product scope,"`@nx/vite/plugin` Typecheck Target; @nx/vite Plugin Install Failure; Vite `resolve.alias` and `__dirname` (Non-Nx Sources); Missing TypeScript `types` (Non-Nx Sources); `noEmit` Fix: Vite-Specific Notes; Dependency Version Conflicts; React Router 7 (Vite-Based); Targets; tsconfig Notes; Build Output; Generated Types Directory; TanStack Start (Vite-Based); Targets; tsconfig Notes; `paths` Aliases; Uncommitted Source Repo; Generated and Build Directories; React-Specific; React Dependencies; React TypeScript Configuration; React ESLint Config; React Version Conflicts; `@testing-library/jest-dom` with Vitest; Vue-Specific; Vue Dependencies; Vue TypeScript Configuration; `vue-shims.d.ts`; `vue-tsc` Auto-Detection; ESLint Plugin Installation Order (Critical); Vue ESLint Config Pattern; Mixed React + Vue; tsconfig `jsx` — Per-Project Only; Typecheck — Auto-Detects Framework; ESLint — Three-Tier Config; Redundant npm Scripts After Import; Standalone Vite App (`create-vite`); TanStack Start; React Router 7 — Keep ALL scripts; Fix Orders; Nx Source; Non-Nx Source (additional steps); Multiple-Source Imports; Non-Nx Source: React Router 7; Non-Nx Source: TanStack Start; Quick Reference: React vs Vue; Quick Reference: Vite-Based React Frameworks; Iteration Log; Scenario 6: Multiple non-Nx React apps (CRA, Next.js, React Router 7, TanStack Start, Vite) → TS preset (PASS)"
.agents/skills/nx-plugins/SKILL.md,Agent tooling,Finding and Installing new plugins,Tool usage; no product scope,Tooling indexed; not product scope,
.agents/skills/nx-run-tasks/SKILL.md,Agent tooling,Understand which tasks can be run,Tool usage; no product scope,Tooling indexed; not product scope,Run a single task; Run multiple tasks; Run tasks for affected projects; Useful flags
.agents/skills/nx-workspace/SKILL.md,Agent tooling,Nx Workspace Exploration,Tool usage; no product scope,Tooling indexed; not product scope,"Listing Projects; List all projects; Filter by pattern (glob); Filter by tag; Filter by target (projects that have a specific target); Combine filters; Negate patterns; Output as JSON; Project Configuration; Get full project configuration; Extract specific parts from the JSON; Check project metadata; Target Information; List all targets for a project; Get full target configuration; Check target executor/command; View target options; Check target inputs/outputs (for caching); Find projects with a specific target; Workspace Configuration; Read the full nx.json; Or use jq for specific sections; Affected Projects; Common Exploration Patterns; ""What's in this workspace?""; ""How do I build/test/lint project X?""; ""What depends on library Y?""; Use the project graph to find dependents; Programmatic Answers; Listing Projects; Count projects; Filter by pattern; Get affected projects as array; Project Details; Get target names; Get specific target config; Get tags; Get project root; Project Graph; Get all project names from graph; Find dependencies of a project; Find projects that depend on a library; Troubleshooting; ""Cannot find configuration for task X:target""; Check what targets exist on the project; Check if any projects have that target; ""The workspace is out of sync"""
.agents/skills/nx-workspace/references/AFFECTED.md,Agent tooling,Affected Projects,Tool usage; no product scope,Tooling indexed; not product scope,Affected since base branch (auto-detected); Affected with explicit base; Affected between two commits; Affected apps only; Affected excluding e2e projects; Affected by uncommitted changes; Affected by untracked files
.cursor/agents/ci-monitor-subagent.md,Agent tooling,CI Monitor Subagent,Tool usage; no product scope,Tooling indexed; not product scope,Commands; FETCH_STATUS; FETCH_HEAVY; UPDATE_FIX; FETCH_THROTTLE_INFO; Important
.cursor/commands/monitor-ci.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Anti-Patterns (NEVER DO); Session Context Behavior; Default Behaviors by Status; Fix Available Decision Logic; Step 1: Categorize Tasks; Step 2: Determine Path; Step 3a: Apply via MCP (fully/e2e-only verified); Step 3b: Local Verification Flow; Commit Message Format; Unverified Fix Flow (No Verification Attempted); Auto-Apply Eligibility; Accidental Local Fix Recovery; Apply vs Reject vs Apply Locally; Apply Locally + Enhance Flow; Reject + Fix From Scratch Flow; Environment Issue Handling; No-New-CI-Attempt Handling; CI-Attempt-No-Tasks Handling; Exit Conditions; Main Loop; Step 1: Initialize Tracking; Step 2: Spawn Subagent and Monitor Output; Step 2a: Active Output Monitoring (CRITICAL); Step 3: Handle Subagent Response; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Cycle Classification; Approaching Limit Gate; Progress Tracking; Status Reporting; User Instruction Examples; Error Handling; Example Session; Example 1: Normal Flow with Self-Healing (medium verbosity); Example 2: Pre-CI Failure (medium verbosity); Example 3: Human-in-the-Loop (user pushes during monitoring)
.cursor/skills/link-workspace-packages/SKILL.md,Agent tooling,Link Workspace Packages,Tool usage; no product scope,Tooling indexed; not product scope,Detect Package Manager; Workflow; pnpm; From consumer directory; Or with --filter from anywhere; yarn (v2+/berry); npm; bun; Examples; Notes
.cursor/skills/monitor-ci/SKILL.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Anti-Patterns (NEVER DO); Session Context Behavior; Default Behaviors by Status; Fix Available Decision Logic; Step 1: Categorize Tasks; Step 2: Determine Path; Step 3a: Apply via MCP (fully/e2e-only verified); Step 3b: Local Verification Flow; Commit Message Format; Unverified Fix Flow (No Verification Attempted); Auto-Apply Eligibility; Accidental Local Fix Recovery; Apply vs Reject vs Apply Locally; Apply Locally + Enhance Flow; Reject + Fix From Scratch Flow; Environment Issue Handling; No-New-CI-Attempt Handling; CI-Attempt-No-Tasks Handling; Exit Conditions; Main Loop; Step 1: Initialize Tracking; Step 2: Spawn Subagent and Monitor Output; Step 2a: Active Output Monitoring (CRITICAL); Step 3: Handle Subagent Response; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Cycle Classification; Approaching Limit Gate; Progress Tracking; Status Reporting; User Instruction Examples; Error Handling; Example Session; Example 1: Normal Flow with Self-Healing (medium verbosity); Example 2: Pre-CI Failure (medium verbosity); Example 3: Human-in-the-Loop (user pushes during monitoring)
.cursor/skills/nx-generate/SKILL.md,Agent tooling,Run Nx Generator,Tool usage; no product scope,Tooling indexed; not product scope,Key Principles; Steps; 1. Discover Available Generators; 2. Match Generator to User Request; 3. Get Generator Options; Library Buildability; 4. Read Generator Source Code; 5. Examine Existing Patterns; 6. Dry-Run to Verify File Placement; 7. Run the Generator; 8. Modify Generated Code (If Needed); 9. Format and Verify; these targets are just an example!
.cursor/skills/nx-plugins/SKILL.md,Agent tooling,Finding and Installing new plugins,Tool usage; no product scope,Tooling indexed; not product scope,
.cursor/skills/nx-run-tasks/SKILL.md,Agent tooling,Understand which tasks can be run,Tool usage; no product scope,Tooling indexed; not product scope,Run a single task; Run multiple tasks; Run tasks for affected projects; Useful flags
.cursor/skills/nx-workspace/SKILL.md,Agent tooling,Nx Workspace Exploration,Tool usage; no product scope,Tooling indexed; not product scope,"Listing Projects; List all projects; Filter by pattern (glob); Filter by tag; Filter by target (projects that have a specific target); Combine filters; Negate patterns; Output as JSON; Project Configuration; Get full project configuration; Extract specific parts from the JSON; Check project metadata; Target Information; List all targets for a project; Get full target configuration; Check target executor/command; View target options; Check target inputs/outputs (for caching); Find projects with a specific target; Workspace Configuration; Read the full nx.json; Or use jq for specific sections; Affected Projects; Common Exploration Patterns; ""What's in this workspace?""; ""How do I build/test/lint project X?""; ""What depends on library Y?""; Use the project graph to find dependents; Programmatic Answers; Listing Projects; Count projects; Filter by pattern; Get affected projects as array; Project Details; Get target names; Get specific target config; Get tags; Get project root; Project Graph; Get all project names from graph; Find dependencies of a project; Find projects that depend on a library; Troubleshooting; ""Cannot find configuration for task X:target""; Check what targets exist on the project; Check if any projects have that target; ""The workspace is out of sync"""
.cursor/skills/nx-workspace/references/AFFECTED.md,Agent tooling,Affected Projects,Tool usage; no product scope,Tooling indexed; not product scope,Affected since base branch (auto-detected); Affected with explicit base; Affected between two commits; Affected apps only; Affected excluding e2e projects; Affected by uncommitted changes; Affected by untracked files
.github/agents/ci-monitor-subagent.agent.md,Agent tooling,CI Monitor Subagent,Tool usage; no product scope,Tooling indexed; not product scope,Commands; FETCH_STATUS; FETCH_HEAVY; UPDATE_FIX; FETCH_THROTTLE_INFO; Important
.github/prompts/monitor-ci.prompt.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Architecture Overview; Status Reporting; Anti-Patterns; Session Context Behavior; MCP Tool Reference; Default Behaviors by Status; Main Loop; Step 1: Initialize Tracking; Step 2: Polling Loop; 2a. Spawn subagent (FETCH_STATUS); 2b. Run decision script; 2c. Process script output; Step 3: Handle Actionable Status; Tool calls for actions; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Progress Tracking; Error Handling; User Instruction Examples
.github/pull_request_template.md,Entry point or library reference,Change,Entry point or implementation reference,Structure and source/status scan,Jira task; Validation
.github/skills/link-workspace-packages/SKILL.md,Agent tooling,Link Workspace Packages,Tool usage; no product scope,Tooling indexed; not product scope,Detect Package Manager; Workflow; pnpm; From consumer directory; Or with --filter from anywhere; yarn (v2+/berry); npm; bun; Examples; Notes
.github/skills/monitor-ci/SKILL.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Architecture Overview; Status Reporting; Anti-Patterns; Session Context Behavior; MCP Tool Reference; Default Behaviors by Status; Main Loop; Step 1: Initialize Tracking; Step 2: Polling Loop; 2a. Spawn subagent (FETCH_STATUS); 2b. Run decision script; 2c. Process script output; Step 3: Handle Actionable Status; Tool calls for actions; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Progress Tracking; Error Handling; User Instruction Examples
.github/skills/monitor-ci/references/fix-flows.md,Agent tooling,Detailed Status Handling & Fix Flows,Tool usage; no product scope,Tooling indexed; not product scope,Status Handling by Code; fix_auto_apply_skipped; fix_apply_ready; fix_needs_local_verify; fix_needs_review; fix_failed / no_fix; environment_issue; self_healing_throttled; no_new_cipe; cipe_no_tasks; Fix Action Flows; Apply via MCP; Apply Locally + Enhance Flow; Reject + Fix From Scratch Flow; Environment vs Code Failure Recognition; Git Safety; Commit Message Format
.github/skills/nx-generate/SKILL.md,Agent tooling,Run Nx Generator,Tool usage; no product scope,Tooling indexed; not product scope,Key Principles; Steps; 1. Discover Available Generators; 2. Match Generator to User Request; 3. Get Generator Options; Library Buildability; 4. Read Generator Source Code; 5. Examine Existing Patterns; 6. Dry-Run to Verify File Placement; 7. Run the Generator; 8. Modify Generated Code (If Needed); 9. Format and Verify; these targets are just an example!
.github/skills/nx-import/SKILL.md,Agent tooling,Quick Start,Tool usage; no product scope,Tooling indexed; not product scope,Import Strategy; Directory Conventions; Application vs Library Detection; Common Issues; pnpm Workspace Globs (Critical); Root Dependencies and Config Not Imported (Critical); TypeScript Project References; Explicit Executor Path Fixups; Plugin Detection; Redundant Root Files (Whole-Repo Only); Root ESLint Config Missing (Subdirectory Import); ESLint Version Pinning (Critical); Dependency Version Conflicts; Module Boundaries; Project Name Collisions (Multi-Import); Workspace Dep Import Ordering; `.gitkeep` Blocking Subdirectory Import; Frontend tsconfig Base Settings (Critical); `@nx/react` Typings for Libraries; Jest Preset Missing (Subdirectory Import); Target Name Prefixing (Whole-Repo Import); Non-Nx Source Issues; npm Script Rewriting (Critical); `noEmit` → `composite` + `emitDeclarationOnly` (Critical); Stale node_modules and Lockfiles; ESLint Config Handling; TypeScript `paths` Aliases; Technology-specific Guidance
.github/skills/nx-import/references/ESLINT.md,Agent tooling,ESLint,Tool usage; no product scope,Tooling indexed; not product scope,How `@nx/eslint/plugin` Works; Duplicate `lint` and `eslint:lint` Targets; Legacy `.eslintrc.*` Configs Linting Generated Files; Flat Config `.cjs` Files Self-Linting; `typescript-eslint` Version Conflict With ESLint 9; Mixed ESLint v8 and v9 in One Workspace
.github/skills/nx-import/references/GRADLE.md,Agent tooling,Gradle,Tool usage; no product scope,Tooling indexed; not product scope,
.github/skills/nx-import/references/JEST.md,Agent tooling,Jest,Tool usage; no product scope,Tooling indexed; not product scope,How `@nx/jest` Works; Jest Preset; Testing Dependencies; Core (always needed); Environment-specific; React testing; React with Babel (non-ts-jest transform); Vue testing; `tsconfig.spec.json`; Jest vs Vitest Coexistence; `@testing-library/jest-dom` — Jest vs Vitest; Non-Nx Source: Test Script Rewriting; CI Atomization; Common Post-Import Issues; Fix Order; Subdirectory Import (Nx Source); Whole-Repo Import (Non-Nx Source)
.github/skills/nx-import/references/NEXT.md,Agent tooling,Next.js,Tool usage; no product scope,Tooling indexed; not product scope,"`@nx/next/plugin` Inferred Targets; `withNx` in `next.config.js`; Root Dependencies for Next.js; Next.js Auto-Installing Dependencies via Wrong Package Manager; Next.js TypeScript Config Specifics; `next.config.js` Lint Warning; `@nx/next:init` Rewrites All npm Scripts (Whole-Repo Import); Non-Nx Source (create-next-app); Whole-Repo Import Recommended; `next-env.d.ts`; ESLint: Self-Contained `eslint-config-next`; TypeScript: No Changes Needed; `noEmit: true` and TS Solution Setup; Tailwind / PostCSS; Mixed Next.js + Vite Coexistence; Plugin Coexistence; Vite Standalone Project tsconfig Fixes; Typecheck Target Names; Fix Order — Nx Source (Subdirectory Import); Fix Order — Non-Nx Source (create-next-app); Iteration Log; Scenario 1: Basic Nx Next.js App Router + Shared Lib → TS preset (PASS); Scenario 3: Non-Nx create-next-app (App Router + Tailwind) → TS preset (PASS); Scenario 4: Non-Nx create-next-app (alongside Vite, React Router 7, TanStack, CRA) → TS preset (PASS); Scenario 5: Mixed Next.js (Nx) + Vite React (standalone) → TS preset (PASS)"
.github/skills/nx-import/references/TURBOREPO.md,Agent tooling,Turborepo,Tool usage; no product scope,Tooling indexed; not product scope,The Config-as-Package Pattern; Check for Root Config Files First; Merging TypeScript Config (Only When Root tsconfig.base.json Exists); Merging ESLint Config (Only When Root eslint.config Exists); General Cleanup; Key Pitfalls
.github/skills/nx-import/references/VITE.md,Agent tooling,Vite,Tool usage; no product scope,Tooling indexed; not product scope,"`@nx/vite/plugin` Typecheck Target; @nx/vite Plugin Install Failure; Vite `resolve.alias` and `__dirname` (Non-Nx Sources); Missing TypeScript `types` (Non-Nx Sources); `noEmit` Fix: Vite-Specific Notes; Dependency Version Conflicts; React Router 7 (Vite-Based); Targets; tsconfig Notes; Build Output; Generated Types Directory; TanStack Start (Vite-Based); Targets; tsconfig Notes; `paths` Aliases; Uncommitted Source Repo; Generated and Build Directories; React-Specific; React Dependencies; React TypeScript Configuration; React ESLint Config; React Version Conflicts; `@testing-library/jest-dom` with Vitest; Vue-Specific; Vue Dependencies; Vue TypeScript Configuration; `vue-shims.d.ts`; `vue-tsc` Auto-Detection; ESLint Plugin Installation Order (Critical); Vue ESLint Config Pattern; Mixed React + Vue; tsconfig `jsx` — Per-Project Only; Typecheck — Auto-Detects Framework; ESLint — Three-Tier Config; Redundant npm Scripts After Import; Standalone Vite App (`create-vite`); TanStack Start; React Router 7 — Keep ALL scripts; Fix Orders; Nx Source; Non-Nx Source (additional steps); Multiple-Source Imports; Non-Nx Source: React Router 7; Non-Nx Source: TanStack Start; Quick Reference: React vs Vue; Quick Reference: Vite-Based React Frameworks; Iteration Log; Scenario 6: Multiple non-Nx React apps (CRA, Next.js, React Router 7, TanStack Start, Vite) → TS preset (PASS)"
.github/skills/nx-plugins/SKILL.md,Agent tooling,Finding and Installing new plugins,Tool usage; no product scope,Tooling indexed; not product scope,
.github/skills/nx-run-tasks/SKILL.md,Agent tooling,Understand which tasks can be run,Tool usage; no product scope,Tooling indexed; not product scope,Run a single task; Run multiple tasks; Run tasks for affected projects; Useful flags
.github/skills/nx-workspace/SKILL.md,Agent tooling,Nx Workspace Exploration,Tool usage; no product scope,Tooling indexed; not product scope,"Listing Projects; List all projects; Filter by pattern (glob); Filter by tag; Filter by target (projects that have a specific target); Combine filters; Negate patterns; Output as JSON; Project Configuration; Get full project configuration; Extract specific parts from the JSON; Check project metadata; Target Information; List all targets for a project; Get full target configuration; Check target executor/command; View target options; Check target inputs/outputs (for caching); Find projects with a specific target; Workspace Configuration; Read the full nx.json; Or use jq for specific sections; Affected Projects; Common Exploration Patterns; ""What's in this workspace?""; ""How do I build/test/lint project X?""; ""What depends on library Y?""; Use the project graph to find dependents; Programmatic Answers; Listing Projects; Count projects; Filter by pattern; Get affected projects as array; Project Details; Get target names; Get specific target config; Get tags; Get project root; Project Graph; Get all project names from graph; Find dependencies of a project; Find projects that depend on a library; Troubleshooting; ""Cannot find configuration for task X:target""; Check what targets exist on the project; Check if any projects have that target; ""The workspace is out of sync"""
.github/skills/nx-workspace/references/AFFECTED.md,Agent tooling,Affected Projects,Tool usage; no product scope,Tooling indexed; not product scope,Affected since base branch (auto-detected); Affected with explicit base; Affected between two commits; Affected apps only; Affected excluding e2e projects; Affected by uncommitted changes; Affected by untracked files
.opencode/agents/ci-monitor-subagent.md,Agent tooling,CI Monitor Subagent,Tool usage; no product scope,Tooling indexed; not product scope,Commands; FETCH_STATUS; FETCH_HEAVY; UPDATE_FIX; FETCH_THROTTLE_INFO; Important
.opencode/commands/monitor-ci.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Architecture Overview; Status Reporting; Anti-Patterns; Session Context Behavior; MCP Tool Reference; Default Behaviors by Status; Main Loop; Step 1: Initialize Tracking; Step 2: Polling Loop; 2a. Spawn subagent (FETCH_STATUS); 2b. Run decision script; 2c. Process script output; Step 3: Handle Actionable Status; Tool calls for actions; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Progress Tracking; Error Handling; User Instruction Examples
.opencode/skills/link-workspace-packages/SKILL.md,Agent tooling,Link Workspace Packages,Tool usage; no product scope,Tooling indexed; not product scope,Detect Package Manager; Workflow; pnpm; From consumer directory; Or with --filter from anywhere; yarn (v2+/berry); npm; bun; Examples; Notes
.opencode/skills/monitor-ci/SKILL.md,Agent tooling,Monitor CI Command,Tool usage; no product scope,Tooling indexed; not product scope,Context; User Instructions; Configuration Defaults; Nx Cloud Connection Check; Step 0: Verify Nx Cloud Connection; Architecture Overview; Status Reporting; Anti-Patterns; Session Context Behavior; MCP Tool Reference; Default Behaviors by Status; Main Loop; Step 1: Initialize Tracking; Step 2: Polling Loop; 2a. Spawn subagent (FETCH_STATUS); 2b. Run decision script; 2c. Process script output; Step 3: Handle Actionable Status; Tool calls for actions; Step 3a: Track State for New-CI-Attempt Detection; Step 4: Cycle Classification and Progress Tracking; Progress Tracking; Error Handling; User Instruction Examples
.opencode/skills/monitor-ci/references/fix-flows.md,Agent tooling,Detailed Status Handling & Fix Flows,Tool usage; no product scope,Tooling indexed; not product scope,Status Handling by Code; fix_auto_apply_skipped; fix_apply_ready; fix_needs_local_verify; fix_needs_review; fix_failed / no_fix; environment_issue; self_healing_throttled; no_new_cipe; cipe_no_tasks; Fix Action Flows; Apply via MCP; Apply Locally + Enhance Flow; Reject + Fix From Scratch Flow; Environment vs Code Failure Recognition; Git Safety; Commit Message Format
.opencode/skills/nx-generate/SKILL.md,Agent tooling,Run Nx Generator,Tool usage; no product scope,Tooling indexed; not product scope,Key Principles; Steps; 1. Discover Available Generators; 2. Match Generator to User Request; 3. Get Generator Options; Library Buildability; 4. Read Generator Source Code; 5. Examine Existing Patterns; 6. Dry-Run to Verify File Placement; 7. Run the Generator; 8. Modify Generated Code (If Needed); 9. Format and Verify; these targets are just an example!
.opencode/skills/nx-import/SKILL.md,Agent tooling,Quick Start,Tool usage; no product scope,Tooling indexed; not product scope,Import Strategy; Directory Conventions; Application vs Library Detection; Common Issues; pnpm Workspace Globs (Critical); Root Dependencies and Config Not Imported (Critical); TypeScript Project References; Explicit Executor Path Fixups; Plugin Detection; Redundant Root Files (Whole-Repo Only); Root ESLint Config Missing (Subdirectory Import); ESLint Version Pinning (Critical); Dependency Version Conflicts; Module Boundaries; Project Name Collisions (Multi-Import); Workspace Dep Import Ordering; `.gitkeep` Blocking Subdirectory Import; Frontend tsconfig Base Settings (Critical); `@nx/react` Typings for Libraries; Jest Preset Missing (Subdirectory Import); Target Name Prefixing (Whole-Repo Import); Non-Nx Source Issues; npm Script Rewriting (Critical); `noEmit` → `composite` + `emitDeclarationOnly` (Critical); Stale node_modules and Lockfiles; ESLint Config Handling; TypeScript `paths` Aliases; Technology-specific Guidance
.opencode/skills/nx-import/references/ESLINT.md,Agent tooling,ESLint,Tool usage; no product scope,Tooling indexed; not product scope,How `@nx/eslint/plugin` Works; Duplicate `lint` and `eslint:lint` Targets; Legacy `.eslintrc.*` Configs Linting Generated Files; Flat Config `.cjs` Files Self-Linting; `typescript-eslint` Version Conflict With ESLint 9; Mixed ESLint v8 and v9 in One Workspace
.opencode/skills/nx-import/references/GRADLE.md,Agent tooling,Gradle,Tool usage; no product scope,Tooling indexed; not product scope,
.opencode/skills/nx-import/references/JEST.md,Agent tooling,Jest,Tool usage; no product scope,Tooling indexed; not product scope,How `@nx/jest` Works; Jest Preset; Testing Dependencies; Core (always needed); Environment-specific; React testing; React with Babel (non-ts-jest transform); Vue testing; `tsconfig.spec.json`; Jest vs Vitest Coexistence; `@testing-library/jest-dom` — Jest vs Vitest; Non-Nx Source: Test Script Rewriting; CI Atomization; Common Post-Import Issues; Fix Order; Subdirectory Import (Nx Source); Whole-Repo Import (Non-Nx Source)
